,firefly,renilla,column,row,plate,transfection,enhancer,plasmid,allele,batch,DHT
F34-3(forward),1078,902,11,G,9,463,f34-3f,66,0,3,1
F34-3(forward),941,838,12,G,9,464,f34-3f,66,0,3,1
F34-3(forward),787,759,1,H,9,465,f34-3f,66,0,3,2
F34-3(forward),832,757,2,H,9,466,f34-3f,66,0,3,2
F34-3(forward),789,724,3,H,9,467,f34-3f,66,0,3,2
F34-3(forward),703,684,4,H,9,468,f34-3f,66,0,3,2
F34-5(reverse),1495,979,5,H,9,469,f34-5r,67,0,3,1
F34-5(reverse),1324,1145,6,H,9,470,f34-5r,67,0,3,1
F34-5(reverse),1534,1069,7,H,9,471,f34-5r,67,0,3,1
F34-5(reverse),926,812,8,H,9,472,f34-5r,67,0,3,1
F34-5(reverse),1161,914,9,H,9,473,f34-5r,67,0,3,2
F34-5(reverse),694,751,10,H,9,474,f34-5r,67,0,3,2
F34-5(reverse),654,702,11,H,9,475,f34-5r,67,0,3,2
F34-5(reverse),735,791,12,H,9,476,f34-5r,67,0,3,2
F34-6(reverse),1474,1093,1,A,10,477,f34-6r,68,0,3,1
F34-6(reverse),1124,915,2,A,10,478,f34-6r,68,0,3,1
F34-6(reverse),1067,856,3,A,10,479,f34-6r,68,0,3,1
F34-6(reverse),755,684,4,A,10,480,f34-6r,68,0,3,1
F34-6(reverse),552,637,5,A,10,481,f34-6r,68,0,3,2
F34-6(reverse),707,700,6,A,10,482,f34-6r,68,0,3,2
F34-6(reverse),661,725,7,A,10,483,f34-6r,68,0,3,2
F34-6(reverse),651,684,8,A,10,484,f34-6r,68,0,3,2
F35-3(forward),3080,906,9,A,10,485,f35-3f,69,0,3,1
F35-3(forward),3160,924,10,A,10,486,f35-3f,69,0,3,1
F35-3(forward),2588,1135,11,A,10,487,f35-3f,69,0,3,1
F35-3(forward),2023,704,12,A,10,488,f35-3f,69,0,3,1
F35-3(forward),1600,742,1,B,10,489,f35-3f,69,0,3,2
F35-3(forward),1973,762,2,B,10,490,f35-3f,69,0,3,2
F35-3(forward),1637,728,3,B,10,491,f35-3f,69,0,3,2
F35-3(forward),1768,792,4,B,10,492,f35-3f,69,0,3,2
F35-4(reverse),1463,967,5,B,10,493,f35-4r,70,0,3,1
F35-4(reverse),2805,1217,6,B,10,494,f35-4r,70,0,3,1
F35-4(reverse),2050,997,7,B,10,495,f35-4r,70,0,3,1
F35-4(reverse),2291,1013,8,B,10,496,f35-4r,70,0,3,1
F35-4(reverse),1600,822,9,B,10,497,f35-4r,70,0,3,2
F35-4(reverse),1728,814,10,B,10,498,f35-4r,70,0,3,2
F35-4(reverse),1830,889,11,B,10,499,f35-4r,70,0,3,2
F35-4(reverse),1630,738,12,B,10,500,f35-4r,70,0,3,2
F35-6(reverse),2414,936,1,C,10,501,f35-6r,71,0,3,1
F35-6(reverse),2164,965,2,C,10,502,f35-6r,71,0,3,1
F35-6(reverse),2241,967,3,C,10,503,f35-6r,71,0,3,1
F35-6(reverse),1829,907,4,C,10,504,f35-6r,71,0,3,1
F35-6(reverse),1462,754,5,C,10,505,f35-6r,71,0,3,2
F35-6(reverse),1880,767,6,C,10,506,f35-6r,71,0,3,2
F35-6(reverse),1243,716,7,C,10,507,f35-6r,71,0,3,2
F35-6(reverse),1488,785,8,C,10,508,f35-6r,71,0,3,2
F36-1(forward),624,860,9,C,10,509,f36-1f,72,0,3,1
F36-1(forward),661,797,10,C,10,510,f36-1f,72,0,3,1
F36-1(forward),558,675,11,C,10,511,f36-1f,72,0,3,1
F36-1(forward),612,771,12,C,10,512,f36-1f,72,0,3,1
F36-1(forward),820,741,1,D,10,513,f36-1f,72,0,3,2
F36-1(forward),790,667,2,D,10,514,f36-1f,72,0,3,2
F36-1(forward),807,724,3,D,10,515,f36-1f,72,0,3,2
F36-1(forward),766,655,4,D,10,516,f36-1f,72,0,3,2
F36-6(reverse),448,588,5,D,10,517,f36-6r,73,0,3,1
F36-6(reverse),543,685,6,D,10,518,f36-6r,73,0,3,1
F36-6(reverse),565,790,7,D,10,519,f36-6r,73,0,3,1
F36-6(reverse),866,683,8,D,10,520,f36-6r,73,0,3,1
F36-6(reverse),670,673,9,D,10,521,f36-6r,73,0,3,2
F36-6(reverse),650,658,10,D,10,522,f36-6r,73,0,3,2
F36-6(reverse),652,643,11,D,10,523,f36-6r,73,0,3,2
F36-6(reverse),600,676,12,D,10,524,f36-6r,73,0,3,2
F37-1(forward),2866,1060,1,E,10,525,f37-1f,74,0,3,1
F37-1(forward),4818,820,2,E,10,526,f37-1f,74,0,3,1
F37-1(forward),3963,766,3,E,10,527,f37-1f,74,0,3,1
F37-1(forward),3253,672,4,E,10,528,f37-1f,74,0,3,1
F37-1(forward),1635,520,5,E,10,529,f37-1f,74,0,3,2
F37-1(forward),2640,704,6,E,10,530,f37-1f,74,0,3,2
F37-1(forward),2143,668,7,E,10,531,f37-1f,74,0,3,2
F37-1(forward),2433,676,8,E,10,532,f37-1f,74,0,3,2
F37-2(forward),3629,920,9,E,10,533,f37-2f,75,0,3,1
F37-2(forward),3004,654,10,E,10,534,f37-2f,75,0,3,1
F37-2(forward),4225,811,11,E,10,535,f37-2f,75,0,3,1
F37-2(forward),3534,692,12,E,10,536,f37-2f,75,0,3,1
F37-2(forward),2744,682,1,F,10,537,f37-2f,75,0,3,2
F37-2(forward),2311,677,2,F,10,538,f37-2f,75,0,3,2
F37-2(forward),2224,677,3,F,10,539,f37-2f,75,0,3,2
F37-2(forward),2042,643,4,F,10,540,f37-2f,75,0,3,2
F37-5(reverse),801,752,5,F,10,541,f37-5r,76,0,3,1
F37-5(reverse),845,690,6,F,10,542,f37-5r,76,0,3,1
F37-5(reverse),860,719,7,F,10,543,f37-5r,76,0,3,1
F37-5(reverse),795,552,8,F,10,544,f37-5r,76,0,3,1
F37-5(reverse),735,640,9,F,10,545,f37-5r,76,0,3,2
F37-5(reverse),601,595,10,F,10,546,f37-5r,76,0,3,2
F37-5(reverse),742,699,11,F,10,547,f37-5r,76,0,3,2
F37-5(reverse),711,629,12,F,10,548,f37-5r,76,0,3,2
F37-6(reverse),880,675,1,G,10,549,f37-6r,77,0,3,1
F37-6(reverse),985,706,2,G,10,550,f37-6r,77,0,3,1
F37-6(reverse),1159,810,3,G,10,551,f37-6r,77,0,3,1
F37-6(reverse),907,702,4,G,10,552,f37-6r,77,0,3,1
F37-6(reverse),736,654,5,G,10,553,f37-6r,77,0,3,2
F37-6(reverse),1230,685,6,G,10,554,f37-6r,77,0,3,2
F37-6(reverse),922,752,7,G,10,555,f37-6r,77,0,3,2
F37-6(reverse),669,663,8,G,10,556,f37-6r,77,0,3,2
F38-3(forward),556,631,9,G,10,557,f38-3f,78,0,3,1
F38-3(forward),596,641,10,G,10,558,f38-3f,78,0,3,1
F38-3(forward),604,663,11,G,10,559,f38-3f,78,0,3,1
F38-3(forward),543,611,12,G,10,560,f38-3f,78,0,3,1
F38-3(forward),680,614,1,H,10,561,f38-3f,78,0,3,2
F38-3(forward),734,674,2,H,10,562,f38-3f,78,0,3,2
F38-3(forward),647,516,3,H,10,563,f38-3f,78,0,3,2
F38-3(forward),594,614,4,H,10,564,f38-3f,78,0,3,2
F38-4(reverse),661,573,5,H,10,565,f38-4r,79,0,3,1
F38-4(reverse),807,655,6,H,10,566,f38-4r,79,0,3,1
F38-4(reverse),813,631,7,H,10,567,f38-4r,79,0,3,1
F38-4(reverse),883,586,8,H,10,568,f38-4r,79,0,3,1
F38-4(reverse),3655,586,9,H,10,569,f38-4r,79,0,3,2
F38-4(reverse),5198,637,10,H,10,570,f38-4r,79,0,3,2
F38-4(reverse),3626,627,11,H,10,571,f38-4r,79,0,3,2
F38-4(reverse),4163,621,12,H,10,572,f38-4r,79,0,3,2
F38-6(reverse),1332,952,1,A,11,573,f38-6r,80,0,3,1
F38-6(reverse),1184,829,2,A,11,574,f38-6r,80,0,3,1
F38-6(reverse),1116,821,3,A,11,575,f38-6r,80,0,3,1
F38-6(reverse),1155,765,4,A,11,576,f38-6r,80,0,3,1
F38-6(reverse),3744,833,5,A,11,577,f38-6r,80,0,3,2
F38-6(reverse),4158,823,6,A,11,578,f38-6r,80,0,3,2
F38-6(reverse),3969,811,7,A,11,579,f38-6r,80,0,3,2
F38-6(reverse),3237,707,8,A,11,580,f38-6r,80,0,3,2
FoxA1-1-8(forward),1460,720,9,A,11,581,foxa1-1-8f,81,0,3,1
FoxA1-1-8(forward),2886,1079,10,A,11,582,foxa1-1-8f,81,0,3,1
FoxA1-1-8(forward),2199,976,11,A,11,583,foxa1-1-8f,81,0,3,1
FoxA1-1-8(forward),1991,828,12,A,11,584,foxa1-1-8f,81,0,3,1
FoxA1-1-8(forward),1971,810,1,B,11,585,foxa1-1-8f,81,0,3,2
FoxA1-1-8(forward),2010,806,2,B,11,586,foxa1-1-8f,81,0,3,2
FoxA1-1-8(forward),1997,764,3,B,11,587,foxa1-1-8f,81,0,3,2
FoxA1-1-8(forward),1838,771,4,B,11,588,foxa1-1-8f,81,0,3,2
FoxA1-1-12(reverse),826,1077,5,B,11,589,foxa1-1-12r,82,0,3,1
FoxA1-1-12(reverse),963,1153,6,B,11,590,foxa1-1-12r,82,0,3,1
FoxA1-1-12(reverse),780,869,7,B,11,591,foxa1-1-12r,82,0,3,1
FoxA1-1-12(reverse),851,1015,8,B,11,592,foxa1-1-12r,82,0,3,1
FoxA1-1-12(reverse),1062,946,9,B,11,593,foxa1-1-12r,82,0,3,2
FoxA1-1-12(reverse),904,822,10,B,11,594,foxa1-1-12r,82,0,3,2
FoxA1-1-12(reverse),925,770,11,B,11,595,foxa1-1-12r,82,0,3,2
FoxA1-1-12(reverse),807,691,12,B,11,596,foxa1-1-12r,82,0,3,2
FoxA1-1-2(forward),1585,899,1,C,11,597,foxa1-1-2f,83,0,3,1
FoxA1-1-2(forward),1690,1087,2,C,11,598,foxa1-1-2f,83,0,3,1
FoxA1-1-2(forward),1812,1013,3,C,11,599,foxa1-1-2f,83,0,3,1
FoxA1-1-2(forward),1578,1003,4,C,11,600,foxa1-1-2f,83,0,3,1
FoxA1-1-2(forward),1466,710,5,C,11,601,foxa1-1-2f,83,0,3,2
FoxA1-1-2(forward),1614,728,6,C,11,602,foxa1-1-2f,83,0,3,2
FoxA1-1-2(forward),1495,728,7,C,11,603,foxa1-1-2f,83,0,3,2
FoxA1-1-2(forward),1736,759,8,C,11,604,foxa1-1-2f,83,0,3,2
FoxA1-1-6(reverse),710,974,9,C,11,605,foxa1-1-6r,84,0,3,1
FoxA1-1-6(reverse),1190,968,10,C,11,606,foxa1-1-6r,84,0,3,1
FoxA1-1-6(reverse),753,846,11,C,11,607,foxa1-1-6r,84,0,3,1
FoxA1-1-6(reverse),736,813,12,C,11,608,foxa1-1-6r,84,0,3,1
FoxA1-1-6(reverse),652,603,1,D,11,609,foxa1-1-6r,84,0,3,2
FoxA1-1-6(reverse),764,710,2,D,11,610,foxa1-1-6r,84,0,3,2
FoxA1-1-6(reverse),803,804,3,D,11,611,foxa1-1-6r,84,0,3,2
FoxA1-1-6(reverse),704,653,4,D,11,612,foxa1-1-6r,84,0,3,2
CT1,504,612,1,A,12,613,ct1,1,0,4,1
CT1,526,582,2,A,12,614,ct1,1,0,4,1
CT1,701,633,3,A,12,615,ct1,1,0,4,1
CT1,614,696,4,A,12,616,ct1,1,0,4,1
CT1,477,562,5,A,12,617,ct1,1,0,4,2
CT1,537,644,6,A,12,618,ct1,1,0,4,2
CT1,490,566,7,A,12,619,ct1,1,0,4,2
CT1,489,541,8,A,12,620,ct1,1,0,4,2
CT2,530,513,9,A,12,621,ct2,2,0,4,1
CT2,496,514,10,A,12,622,ct2,2,0,4,1
CT2,616,547,11,A,12,623,ct2,2,0,4,1
CT2,609,562,12,A,12,624,ct2,2,0,4,1
CT2,500,519,1,B,12,625,ct2,2,0,4,2
CT2,561,569,2,B,12,626,ct2,2,0,4,2
CT2,523,502,3,B,12,627,ct2,2,0,4,2
CT2,477,524,4,B,12,628,ct2,2,0,4,2
PSA,389,625,5,B,12,629,psa,3,0,4,1
PSA,359,707,6,B,12,630,psa,3,0,4,1
PSA,432,708,7,B,12,631,psa,3,0,4,1
PSA,691,784,8,B,12,632,psa,3,0,4,1
PSA,30330,1023,9,B,12,633,psa,3,0,4,2
PSA,41690,1217,10,B,12,634,psa,3,0,4,2
PSA,30982,784,11,B,12,635,psa,3,0,4,2
PSA,31291,798,12,B,12,636,psa,3,0,4,2
F29-1(forward),1307,583,1,C,12,637,f29-1f,47,0,4,1
F29-1(forward),1325,590,2,C,12,638,f29-1f,47,0,4,1
F29-1(forward),1630,576,3,C,12,639,f29-1f,47,0,4,1
F29-1(forward),1656,660,4,C,12,640,f29-1f,47,0,4,1
F29-1(forward),960,499,5,C,12,641,f29-1f,47,0,4,2
F29-1(forward),1362,568,6,C,12,642,f29-1f,47,0,4,2
F29-1(forward),1092,502,7,C,12,643,f29-1f,47,0,4,2
F29-1(forward),1253,552,8,C,12,644,f29-1f,47,0,4,2
F29-2(forward),1151,683,9,C,12,645,f29-2f,48,0,4,1
F29-2(forward),1372,587,10,C,12,646,f29-2f,48,0,4,1
F29-2(forward),1289,545,11,C,12,647,f29-2f,48,0,4,1
F29-2(forward),1497,623,12,C,12,648,f29-2f,48,0,4,1
F29-2(forward),1296,607,1,D,12,649,f29-2f,48,0,4,2
F29-2(forward),1187,547,2,D,12,650,f29-2f,48,0,4,2
F29-2(forward),1126,523,3,D,12,651,f29-2f,48,0,4,2
F29-2(forward),1201,546,4,D,12,652,f29-2f,48,0,4,2
F29-6(reverse),856,566,5,D,12,653,f29-6r,49,0,4,1
F29-6(reverse),1199,696,6,D,12,654,f29-6r,49,0,4,1
F29-6(reverse),1106,656,7,D,12,655,f29-6r,49,0,4,1
F29-6(reverse),1215,682,8,D,12,656,f29-6r,49,0,4,1
F29-6(reverse),745,509,9,D,12,657,f29-6r,49,0,4,2
F29-6(reverse),860,531,10,D,12,658,f29-6r,49,0,4,2
F29-6(reverse),937,544,11,D,12,659,f29-6r,49,0,4,2
F29-6(reverse),903,559,12,D,12,660,f29-6r,49,0,4,2
F30-1(forward),937,871,1,E,12,661,f30-1f,50,0,4,1
F30-1(forward),1633,817,2,E,12,662,f30-1f,50,0,4,1
F30-1(forward),1288,740,3,E,12,663,f30-1f,50,0,4,1
F30-1(forward),1009,759,4,E,12,664,f30-1f,50,0,4,1
F30-1(forward),1500,570,5,E,12,665,f30-1f,50,0,4,2
F30-1(forward),1212,554,6,E,12,666,f30-1f,50,0,4,2
F30-1(forward),1051,584,7,E,12,667,f30-1f,50,0,4,2
F30-1(forward),1675,579,8,E,12,668,f30-1f,50,0,4,2
F30-2(forward),981,824,9,E,12,669,f30-2f,51,0,4,1
F30-2(forward),1192,970,10,E,12,670,f30-2f,51,0,4,1
F30-2(forward),955,757,11,E,12,671,f30-2f,51,0,4,1
F30-2(forward),924,747,12,E,12,672,f30-2f,51,0,4,1
F30-2(forward),793,545,1,F,12,673,f30-2f,51,0,4,2
F30-2(forward),1383,590,2,F,12,674,f30-2f,51,0,4,2
F30-2(forward),902,558,3,F,12,675,f30-2f,51,0,4,2
F30-2(forward),1235,595,4,F,12,676,f30-2f,51,0,4,2
F30-4(reverse),4485,1504,5,F,12,677,f30-4r,52,0,4,1
F30-4(reverse),5633,905,6,F,12,678,f30-4r,52,0,4,1
F30-4(reverse),6245,849,7,F,12,679,f30-4r,52,0,4,1
F30-4(reverse),4425,757,8,F,12,680,f30-4r,52,0,4,1
F30-4(reverse),3035,587,9,F,12,681,f30-4r,52,0,4,2
F30-4(reverse),3343,619,10,F,12,682,f30-4r,52,0,4,2
F30-4(reverse),3182,652,11,F,12,683,f30-4r,52,0,4,2
F30-4(reverse),2943,930,12,F,12,684,f30-4r,52,0,4,2
F30-5(reverse),2814,838,1,G,12,685,f30-5r,53,0,4,1
F30-5(reverse),3081,764,2,G,12,686,f30-5r,53,0,4,1
F30-5(reverse),2278,664,3,G,12,687,f30-5r,53,0,4,1
F30-5(reverse),2207,719,4,G,12,688,f30-5r,53,0,4,1
F30-5(reverse),1193,531,5,G,12,689,f30-5r,53,0,4,2
F30-5(reverse),1358,514,6,G,12,690,f30-5r,53,0,4,2
F30-5(reverse),1371,527,7,G,12,691,f30-5r,53,0,4,2
F30-5(reverse),1378,525,8,G,12,692,f30-5r,53,0,4,2
F31-1(reverse),608,810,9,G,12,693,f31-1r,54,0,4,1
F31-1(reverse),630,748,10,G,12,694,f31-1r,54,0,4,1
F31-1(reverse),700,835,11,G,12,695,f31-1r,54,0,4,1
F31-1(reverse),519,617,12,G,12,696,f31-1r,54,0,4,1
F31-1(reverse),512,568,1,H,12,697,f31-1r,54,0,4,2
F31-1(reverse),533,524,2,H,12,698,f31-1r,54,0,4,2
F31-1(reverse),547,581,3,H,12,699,f31-1r,54,0,4,2
F31-1(reverse),448,519,4,H,12,700,f31-1r,54,0,4,2
F31-2(reverse),712,781,5,H,12,701,f31-2r,55,0,4,1
F31-2(reverse),683,743,6,H,12,702,f31-2r,55,0,4,1
F31-2(reverse),615,752,7,H,12,703,f31-2r,55,0,4,1
F31-2(reverse),716,709,8,H,12,704,f31-2r,55,0,4,1
F31-2(reverse),531,472,9,H,12,705,f31-2r,55,0,4,2
F31-2(reverse),534,562,10,H,12,706,f31-2r,55,0,4,2
F31-2(reverse),484,520,11,H,12,707,f31-2r,55,0,4,2
F31-2(reverse),606,571,12,H,12,708,f31-2r,55,0,4,2
F31-4(forward),792,700,1,A,13,709,f31-4f,56,0,4,1
F31-4(forward),1148,1068,2,A,13,710,f31-4f,56,0,4,1
F31-4(forward),1199,1020,3,A,13,711,f31-4f,56,0,4,1
F31-4(forward),1252,1135,4,A,13,712,f31-4f,56,0,4,1
F31-4(forward),1028,766,5,A,13,713,f31-4f,56,0,4,2
F31-4(forward),758,701,6,A,13,714,f31-4f,56,0,4,2
F31-4(forward),924,646,7,A,13,715,f31-4f,56,0,4,2
F31-4(forward),976,749,8,A,13,716,f31-4f,56,0,4,2
F31-5(forward),622,722,9,A,13,717,f31-5f,57,0,4,1
F31-5(forward),659,874,10,A,13,718,f31-5f,57,0,4,1
F31-5(forward),796,986,11,A,13,719,f31-5f,57,0,4,1
F31-5(forward),770,928,12,A,13,720,f31-5f,57,0,4,1
F31-5(forward),584,676,1,B,13,721,f31-5f,57,0,4,2
F31-5(forward),617,730,2,B,13,722,f31-5f,57,0,4,2
F31-5(forward),629,666,3,B,13,723,f31-5f,57,0,4,2
F31-5(forward),656,684,4,B,13,724,f31-5f,57,0,4,2
F32-1(forward),589,834,5,B,13,725,f32-1f,58,0,4,1
F32-1(forward),762,940,6,B,13,726,f32-1f,58,0,4,1
F32-1(forward),765,1010,7,B,13,727,f32-1f,58,0,4,1
F32-1(forward),623,789,8,B,13,728,f32-1f,58,0,4,1
F32-1(forward),616,694,9,B,13,729,f32-1f,58,0,4,2
F32-1(forward),555,723,10,B,13,730,f32-1f,58,0,4,2
F32-1(forward),579,669,11,B,13,731,f32-1f,58,0,4,2
F32-1(forward),594,705,12,B,13,732,f32-1f,58,0,4,2
F32-2(forward),642,764,1,C,13,733,f32-2f,59,0,4,1
F32-2(forward),806,1093,2,C,13,734,f32-2f,59,0,4,1
F32-2(forward),984,1071,3,C,13,735,f32-2f,59,0,4,1
F32-2(forward),844,982,4,C,13,736,f32-2f,59,0,4,1
F32-2(forward),638,687,5,C,13,737,f32-2f,59,0,4,2
F32-2(forward),548,661,6,C,13,738,f32-2f,59,0,4,2
F32-2(forward),660,658,7,C,13,739,f32-2f,59,0,4,2
F32-2(forward),642,643,8,C,13,740,f32-2f,59,0,4,2
F32-5(reverse),1449,840,9,C,13,741,f32-5r,60,0,4,1
F32-5(reverse),1658,841,10,C,13,742,f32-5r,60,0,4,1
F32-5(reverse),1613,825,11,C,13,743,f32-5r,60,0,4,1
F32-5(reverse),1521,819,12,C,13,744,f32-5r,60,0,4,1
F32-5(reverse),1245,637,1,D,13,745,f32-5r,60,0,4,2
F32-5(reverse),991,570,2,D,13,746,f32-5r,60,0,4,2
F32-5(reverse),671,458,3,D,13,747,f32-5r,60,0,4,2
F32-5(reverse),1007,618,4,D,13,748,f32-5r,60,0,4,2
F32-6(reverse),998,736,5,D,13,749,f32-6r,61,0,4,1
F32-6(reverse),1278,838,6,D,13,750,f32-6r,61,0,4,1
F32-6(reverse),1171,836,7,D,13,751,f32-6r,61,0,4,1
F32-6(reverse),1036,804,8,D,13,752,f32-6r,61,0,4,1
F32-6(reverse),1018,765,9,D,13,753,f32-6r,61,0,4,2
F32-6(reverse),1057,756,10,D,13,754,f32-6r,61,0,4,2
F32-6(reverse),856,638,11,D,13,755,f32-6r,61,0,4,2
F32-6(reverse),926,605,12,D,13,756,f32-6r,61,0,4,2
F33-1(forward),545,757,1,E,13,757,f33-1f,62,0,4,1
F33-1(forward),551,687,2,E,13,758,f33-1f,62,0,4,1
F33-1(forward),542,648,3,E,13,759,f33-1f,62,0,4,1
F33-1(forward),527,660,4,E,13,760,f33-1f,62,0,4,1
F33-1(forward),630,517,5,E,13,761,f33-1f,62,0,4,2
F33-1(forward),596,526,6,E,13,762,f33-1f,62,0,4,2
F33-1(forward),633,579,7,E,13,763,f33-1f,62,0,4,2
F33-1(forward),848,665,8,E,13,764,f33-1f,62,0,4,2
F33-2(forward),604,742,9,E,13,765,f33-2f,63,0,4,1
F33-2(forward),692,747,10,E,13,766,f33-2f,63,0,4,1
F33-2(forward),575,663,11,E,13,767,f33-2f,63,0,4,1
F33-2(forward),537,586,12,E,13,768,f33-2f,63,0,4,1
F33-2(forward),557,519,1,F,13,769,f33-2f,63,0,4,2
F33-2(forward),729,603,2,F,13,770,f33-2f,63,0,4,2
F33-2(forward),661,564,3,F,13,771,f33-2f,63,0,4,2
F33-2(forward),603,552,4,F,13,772,f33-2f,63,0,4,2
F33-4(reverse),459,688,5,F,13,773,f33-4r,64,0,4,1
F33-4(reverse),441,662,6,F,13,774,f33-4r,64,0,4,1
F33-4(reverse),450,768,7,F,13,775,f33-4r,64,0,4,1
F33-4(reverse),477,797,8,F,13,776,f33-4r,64,0,4,1
F33-4(reverse),583,608,9,F,13,777,f33-4r,64,0,4,2
F33-4(reverse),757,644,10,F,13,778,f33-4r,64,0,4,2
F33-4(reverse),583,621,11,F,13,779,f33-4r,64,0,4,2
F33-4(reverse),599,682,12,F,13,780,f33-4r,64,0,4,2
F33-5(reverse),469,829,1,G,13,781,f33-5r,65,0,4,1
F33-5(reverse),436,718,2,G,13,782,f33-5r,65,0,4,1
F33-5(reverse),492,836,3,G,13,783,f33-5r,65,0,4,1
F33-5(reverse),462,769,4,G,13,784,f33-5r,65,0,4,1
F33-5(reverse),552,655,5,G,13,785,f33-5r,65,0,4,2
F33-5(reverse),612,704,6,G,13,786,f33-5r,65,0,4,2
F33-5(reverse),607,687,7,G,13,787,f33-5r,65,0,4,2
F33-5(reverse),555,612,8,G,13,788,f33-5r,65,0,4,2
F34-3(forward),738,816,9,G,13,789,f34-3f,66,0,4,1
F34-3(forward),821,852,10,G,13,790,f34-3f,66,0,4,1
F34-3(forward),880,1096,11,G,13,791,f34-3f,66,0,4,1
F34-3(forward),657,707,12,G,13,792,f34-3f,66,0,4,1
F34-3(forward),597,620,1,H,13,793,f34-3f,66,0,4,2
F34-3(forward),588,619,2,H,13,794,f34-3f,66,0,4,2
F34-3(forward),608,572,3,H,13,795,f34-3f,66,0,4,2
F34-3(forward),606,574,4,H,13,796,f34-3f,66,0,4,2
F34-5(reverse),904,791,5,H,13,797,f34-5r,67,0,4,1
F34-5(reverse),801,668,6,H,13,798,f34-5r,67,0,4,1
F34-5(reverse),786,802,7,H,13,799,f34-5r,67,0,4,1
F34-5(reverse),919,737,8,H,13,800,f34-5r,67,0,4,1
F34-5(reverse),592,635,9,H,13,801,f34-5r,67,0,4,2
F34-5(reverse),572,620,10,H,13,802,f34-5r,67,0,4,2
F34-5(reverse),616,646,11,H,13,803,f34-5r,67,0,4,2
F34-5(reverse),598,592,12,H,13,804,f34-5r,67,0,4,2
F34-6(reverse),613,610,1,A,14,805,f34-6r,68,0,4,1
F34-6(reverse),731,652,2,A,14,806,f34-6r,68,0,4,1
F34-6(reverse),646,608,3,A,14,807,f34-6r,68,0,4,1
F34-6(reverse),584,559,4,A,14,808,f34-6r,68,0,4,1
F34-6(reverse),471,500,5,A,14,809,f34-6r,68,0,4,2
F34-6(reverse),569,604,6,A,14,810,f34-6r,68,0,4,2
F34-6(reverse),524,553,7,A,14,811,f34-6r,68,0,4,2
F34-6(reverse),481,519,8,A,14,812,f34-6r,68,0,4,2
F35-3(forward),1811,695,9,A,14,813,f35-3f,69,0,4,1
F35-3(forward),1260,584,10,A,14,814,f35-3f,69,0,4,1
F35-3(forward),1347,582,11,A,14,815,f35-3f,69,0,4,1
F35-3(forward),1140,548,12,A,14,816,f35-3f,69,0,4,1
F35-3(forward),1178,587,1,B,14,817,f35-3f,69,0,4,2
F35-3(forward),1138,546,2,B,14,818,f35-3f,69,0,4,2
F35-3(forward),1159,595,3,B,14,819,f35-3f,69,0,4,2
F35-3(forward),1207,591,4,B,14,820,f35-3f,69,0,4,2
F35-4(reverse),1080,733,5,B,14,821,f35-4r,70,0,4,1
F35-4(reverse),1286,668,6,B,14,822,f35-4r,70,0,4,1
F35-4(reverse),1470,702,7,B,14,823,f35-4r,70,0,4,1
F35-4(reverse),1118,648,8,B,14,824,f35-4r,70,0,4,1
F35-4(reverse),1018,555,9,B,14,825,f35-4r,70,0,4,2
F35-4(reverse),1073,562,10,B,14,826,f35-4r,70,0,4,2
F35-4(reverse),1108,693,11,B,14,827,f35-4r,70,0,4,2
F35-4(reverse),1119,599,12,B,14,828,f35-4r,70,0,4,2
F35-6(reverse),1083,627,1,C,14,829,f35-6r,71,0,4,1
F35-6(reverse),1324,687,2,C,14,830,f35-6r,71,0,4,1
F35-6(reverse),1147,648,3,C,14,831,f35-6r,71,0,4,1
F35-6(reverse),1135,696,4,C,14,832,f35-6r,71,0,4,1
F35-6(reverse),879,531,5,C,14,833,f35-6r,71,0,4,2
F35-6(reverse),1028,614,6,C,14,834,f35-6r,71,0,4,2
F35-6(reverse),1043,559,7,C,14,835,f35-6r,71,0,4,2
F35-6(reverse),1071,1515,8,C,14,836,f35-6r,71,0,4,2
F36-1(forward),477,635,9,C,14,837,f36-1f,72,0,4,1
F36-1(forward),530,659,10,C,14,838,f36-1f,72,0,4,1
F36-1(forward),481,563,11,C,14,839,f36-1f,72,0,4,1
F36-1(forward),480,605,12,C,14,840,f36-1f,72,0,4,1
F36-1(forward),682,673,1,D,14,841,f36-1f,72,0,4,2
F36-1(forward),667,608,2,D,14,842,f36-1f,72,0,4,2
F36-1(forward),543,556,3,D,14,843,f36-1f,72,0,4,2
F36-1(forward),909,612,4,D,14,844,f36-1f,72,0,4,2
F36-6(reverse),549,711,5,D,14,845,f36-6r,73,0,4,1
F36-6(reverse),485,602,6,D,14,846,f36-6r,73,0,4,1
F36-6(reverse),459,568,7,D,14,847,f36-6r,73,0,4,1
F36-6(reverse),431,520,8,D,14,848,f36-6r,73,0,4,1
F36-6(reverse),593,564,9,D,14,849,f36-6r,73,0,4,2
F36-6(reverse),621,609,10,D,14,850,f36-6r,73,0,4,2
F36-6(reverse),511,548,11,D,14,851,f36-6r,73,0,4,2
F36-6(reverse),531,542,12,D,14,852,f36-6r,73,0,4,2
F37-1(forward),1771,848,1,E,14,853,f37-1f,74,0,4,1
F37-1(forward),2665,642,2,E,14,854,f37-1f,74,0,4,1
F37-1(forward),2837,707,3,E,14,855,f37-1f,74,0,4,1
F37-1(forward),4983,960,4,E,14,856,f37-1f,74,0,4,1
